index,group,energ_kcal,lipid_tot,carbohydrt,protein,name
831,10.0,80.75,13.02,1.82,3.07,"YOGUR PARA BEBER ENTERO CON FRUTA, OIKOS ESTILO GRIEGO BEBIBLE 225g"
832,10.0,72.93,12.98,1.61,1.61,"YOGUR PARA BEBER ENTERO CON FRUTA, YOPLAIT BEBIBLE ENTERO CON FRUTAS 242g"
833,10.0,91.5,14.9,2.17,3.07,YOGURT DE FRUTAS (TODOS LOS SABORES)
834,10.0,40.46,6.89,0.58,1.4,YOGURT DE SOYA (TODOS SABORES)
835,10.0,60.48,9.31,0.84,3.9,YOGURT LIGHT (TODOS SABORES)
836,10.0,82.8,11.86,2.63,3.44,YOGURT NATURAL (LECHE ENTERA)
837,10.0,66.18,7.24,1.39,3.77,YOGURT NATURAL (LECHE SEMIDESCREMADA)
838,10.0,73.7,12.67,1.69,1.96,YOGURT PARA BEBER (TODOS SABORES)
839,10.0,46.25,8.52,0.13,2.79,YOGURT PARA BEBER LIGHT (TODOS SABORES)
840,11.0,107.0,0.0,1.3,21.0,ACOCILES
841,11.0,90.0,2.0,1.4,16.1,CARACOL DE RIO
842,11.0,412.0,0.0,4.71,77.25,CHAPULINES CRUDOS
843,11.0,286.0,0.0,3.48,63.8,GUSANO AHUAHUTLE (HUEVECILLOS)
844,11.0,190.0,0.0,13.7,16.7,GUSANO DE MAGUEY
845,11.0,437.0,0.0,34.2,32.2,JUMILES
846,11.0,54.0,0.0,1.2,10.7,ORUGAS
847,12.0,371.0,65.25,7.02,13.56,ALEGRIA NATURAL
848,12.0,376.0,61.23,7.2,16.45,AMARANTO TOSTADO
849,12.0,359.0,76.17,2.68,7.5,ARROZ INTEGRAL
850,12.0,123.0,25.58,0.97,2.74,ARROZ INTEGRAL COCIDO
851,12.0,374.0,80.89,1.03,7.51,ARROZ PRECOCIDO
852,12.0,363.29,79.0,1.46,7.38,ARROZ PROMEDIO
853,12.0,365.0,79.95,0.66,7.13,ARROZ PULIDO (CRUDO)
854,12.0,373.0,64.94,6.9,12.76,AVENA (HOJUELAS)
855,12.0,76.0,17.72,0.14,1.37,CAMOTE COCIDO SIN PIEL
856,12.0,354.0,73.48,2.3,12.48,CEBADA
857,12.0,352.0,75.5,1.16,9.91,CEBADA (PERLA)
858,12.0,351.0,69.76,2.5,12.3,CENTENO (GRANO)
859,12.0,97.0,22.06,1.24,3.26,ELOTE (PROMEDIO)
860,12.0,86.0,18.7,1.35,3.27,ELOTE AMARILLO
861,12.0,86.0,19.02,1.18,3.22,ELOTE BLANCO
862,12.0,97.0,21.71,1.41,3.34,ELOTE BLANCO COCIDO CON SAL
863,12.0,97.0,21.71,1.41,3.34,ELOTE BLANCO COCIDO SIN SAL
864,12.0,65.84,13.23,0.78,2.37,"ELOTE EN GRANO, INDUSTRIALIZADO"
865,12.0,358.0,78.2,1.2,8.5,"ESPAGUETI (SECO), NO PREPARADO"
866,12.0,355.56,87.78,0.0,0.0,FECULA DE MAIZ
867,12.0,367.0,46.7,9.72,23.15,GERMEN DE TRIGO (CRUDO)
868,12.0,365.0,74.26,4.74,9.42,GRANOS DE ELOTE NATURAL
869,12.0,354.0,77.8,1.1,8.2,HARINA 74% DE EXTRACCION (1A.)
870,12.0,359.0,76.0,2.0,9.3,HARINA 80% DE EXTRACCION (2A.)
871,12.0,365.23,81.5,1.09,7.5,HARINA DE ARROZ
872,12.0,296.3,55.9,3.6,6.8,HARINA DE MAIZ NIXTAMALIZADA (MASECA)
873,12.0,376.0,77.0,4.0,8.0,HARINA DE MAIZ NIXTAMALIZADA (MINSA)
874,12.0,394.0,78.8,5.1,8.2,HARINA DE MAIZ PARA ATOLE
875,12.0,387.0,78.45,4.2,8.8,HARINA DE MAIZ PARA TAMALES
876,12.0,337.0,71.0,1.0,11.0,HARINA DE TRIGO REFINADA
877,12.0,355.0,69.74,2.69,13.03,HARINA INTEGRAL DE CENTENO
878,12.0,345.0,68.0,4.5,8.0,HARINA NIXTAMALIZADA (Maseca)
879,12.0,285.7,55.2,4.0,8.4,HARINA PARA HOT CAKES
880,12.0,378.0,83.5,1.2,8.2,HARINA PARA REPOSTERIA
881,12.0,365.0,74.26,4.74,9.42,MAIZ AMARILLO
882,12.0,365.0,74.26,4.74,9.42,MAIZ BLANCO
883,12.0,371.0,70.49,4.7,11.7,MAIZ CACAHUAZINTLE
884,12.0,431.0,79.1,12.8,3.8,MAIZ INFLADO AZUCARADO
885,12.0,374.0,70.93,5.44,10.4,MAIZ NEGRO O AZUL
886,12.0,375.0,71.1,4.6,12.2,MAIZ PALOMERO
887,12.0,136.69,24.94,2.05,2.69,MAIZ PRECOCIDO (PARA POZOLE)
888,12.0,244.98,53.9,0.16,0.16,"MAIZENA SIN SABOR, EN POLVO"
889,12.0,206.5,47.55,10.16,14.77,MASA CON CACAO
890,12.0,161.0,31.8,2.2,3.5,MASA TRATADA CON CAL DE MAIZ AMARILLO
891,12.0,158.0,31.8,1.9,3.5,MASA TRATADA CON CAL DE MAIZ BLANCO
892,12.0,171.0,36.4,1.2,3.6,MASA YUCATAN  (NIXTAMAL)
893,12.0,364.2,55.0,12.5,8.5,OBLEAS
894,12.0,289.23,61.53,0.61,9.23,PAN ARABE (PITA) BLANDO
895,12.0,260.0,50.0,4.17,12.5,"PAN INTEGRAL (BOLILLO, TELERA)"
896,12.0,86.0,20.01,0.1,1.86,PAPA COCIDA CON SAL
897,12.0,87.0,20.13,0.1,1.87,PAPA COCIDA SIN SAL
898,12.0,157.0,30.59,0.93,5.8,PASTA COCIDA CON SAL
899,12.0,158.0,30.86,0.93,5.8,PASTA COCIDA SIN SAL
900,12.0,373.0,74.4,4.1,9.7,PASTA ENRIQUECIDA CON HUEVO
901,12.0,551.0,45.1,38.1,7.3,PASTA HOJALDRE (CRUDA)
902,12.0,362.0,78.5,1.6,8.4,PASTA PARA SOPA ENRIQUECIDA CON ESPINACAS
903,12.0,371.0,74.67,1.51,13.04,PASTA SIN ENRIQUECER (PROMEDIO)
904,12.0,361.0,76.85,3.86,6.93,PINOLE SIN AZUCAR
905,12.0,216.0,64.51,4.25,15.55,SALVADO DE TRIGO
906,12.0,239.65,46.42,3.69,5.82,TORTILLA (PROMEDIO)
907,12.0,362.33,76.71,3.88,7.76,TORTILLA DE HARINA MASECA O MINSA
908,12.0,193.93,45.58,0.54,4.32,TORTILLA DE LINAZA O NOPAL
909,12.0,199.0,39.72,2.67,5.1,TORTILLA NIXTAMALIZADA (PROMEDIO)
910,12.0,297.0,49.27,7.58,8.01,"TORTILLA, DE HARINA DE MAÍZ MASECA O MINSA (FORTIFICADA)"
911,12.0,185.81,39.88,2.07,4.14,"TORTILLA, DE HARINA DE MAIZ MINSA (FORTIFICADA), PREPARACION ESTANDARIZADA"
912,12.0,298.47,44.08,10.83,5.4,"TORTILLA, DE HARINA DE TRIGO (FORTIFICADA)"
913,12.0,214.07,44.08,1.93,5.27,"TORTILLA, DE MAIZ INDUSTRIALIZADA (PROMEDIO), (TIPO MILPA REAL)"
914,12.0,222.0,46.6,2.5,5.7,"TORTILLA, DE MAIZ Y SOYA"
915,12.0,193.0,40.6,1.5,4.3,"TORTILLA, DE MAIZ Y TRIGO"
916,12.0,228.6485,47.47,3.02,5.5,"TORTILLA, DE MASA DE MAIZ AMARILLO (NO FORTIFICADO)"
917,12.0,265.597,56.42,2.93,6.53,"TORTILLA, DE MASA DE MAIZ AZUL O NEGRO (NO FORTIFICADO)"
918,12.0,199.815,44.9,1.0,5.4,"TORTILLA, DE MASA DE MAIZ BLANCO (NO FORTIFICADO)"
919,12.0,365.51,76.96,2.14,8.37,"TOSTADA HORNEADA (SIN GRASA, SIN OTROS INGREDIENTES), INDUSTRIALIZADA"
920,12.0,455.51,66.37,17.45,8.28,"TOSTADA O TORTILLA FRITA, DE MAIZ INDUSTRIALIZADA (TIPO MILPA REAL)"
921,12.0,339.0,71.13,2.47,13.68,TRIGO ENTERO
922,12.0,140.3551,28.9531,1.8646,3.52202,"TORTILLA, DE HARINA DE MAIZ MASECA (FORTIFICADA), PREPARACION ESTANDARIZADA"
923,13.0,358.93,56.57,9.0,11.13,ALEGRIA CON DULCE
924,13.0,383.0,87.78,0.9,7.01,ARROZ INFLADO
925,13.0,399.58,86.66,3.66,5.0,ARROZ INFLADO CON COCOA
926,13.0,417.0,80.5,9.0,3.4,BARRA DE ARROZ INFLADO RICE KRISPIES KELLOGS
927,13.0,464.0,66.7,17.6,9.8,BARRA DE AVENA PASAS Y COCO
928,13.0,389.0,75.47,6.67,6.67,BARRA DE AVENA QUAKER TODOS LOS SABORES
929,13.0,390.0,78.0,7.4,8.0,BARRA DE GRANOLA BAJA EN GRASAS CON ALMENDRAS
930,13.0,495.0,62.0,25.5,7.7,BARRA DE GRANOLA DURA CON ALMENDRAS
931,13.0,483.0,62.3,23.8,9.8,BARRA DE GRANOLA DURA CON CACAHUATE
932,13.0,438.0,72.1,16.3,7.3,BARRA DE GRANOLA DURA CON CHISPAS DE CHOCOLATE
933,13.0,471.0,64.4,19.8,10.1,BARRA DE GRANOLA DURA SENCILLA
934,13.0,415.0,72.27,11.43,5.71,BARRA DE GRANOLA NATURE VALLEY CHEWY TRAIL MIX
935,13.0,487.0,61.14,22.86,9.14,BARRA DE GRANOLA NATURE VALLEY NUECES Y CACAHUATES
936,13.0,408.0,79.17,8.33,4.17,BARRA DE GRANOLA QUAKER CHEWY
937,13.0,342.0,77.6,0.9,5.9,BARRA DE GRANOLA RELLENA DE FRUTAS
938,13.0,455.0,60.13,20.0,8.6,BARRA DE GRANOLA SUAVE CON ALMENDRAS
939,13.0,418.0,70.2,16.57,5.65,BARRA DE GRANOLA SUAVE CON CHISPAS DE CHOCOLATE
940,13.0,427.0,70.8,15.5,6.1,BARRA DE GRANOLA SUAVE CON CHOCOLATE Y MALVAVISCOS
941,13.0,448.0,66.4,17.8,7.6,BARRA DE GRANOLA SUAVE CON PASAS
942,13.0,443.0,67.3,17.2,7.4,BARRA DE GRANOLA SUAVE SENCILLA
943,13.0,451.0,66.27,17.5,7.17,BARRA DE GRANOLA VARIOS SABORES
944,13.0,403.0,66.72,10.93,9.38,BARRA NUTRI GRAIN FRUTOS ROJOS
945,13.0,379.31,63.71,10.55,7.02,"BARRAS DE CEREAL RELLENAS (TIPO NUTRI-GRAIN, BRAN FRUIT)"
946,13.0,412.93,60.08,16.82,6.61,"BARRAS DE CEREAL, NO RELLENAS (TIPO MULTIGRANO Y ALL-BRAN, SPECIAL K)"
947,13.0,381.71,82.47,3.93,5.37,CEREAL ADICIONADO CHOCOLATE  (PROMEDIO)
948,13.0,307.1,76.24,2.62,10.22,CEREAL ALTO EN FIBRA PROMEDIO
949,13.0,342.36,74.16,1.78,7.33,"CEREAL BASICO PROMEDIO (CORN FLAKES, ARROZ INFLADO, AVENA)"
950,13.0,372.0,73.2,6.6,12.4,CEREAL CHEERIOS
951,13.0,379.0,82.76,3.45,6.9,CEREAL CHEERIOS MULTIGRANO
952,13.0,382.0,49.6,10.7,29.1,CEREAL CON GERMEN DE TRIGO
953,13.0,375.0,84.38,4.69,6.25,CEREAL COOKIE CRISP
954,13.0,375.15,64.48,8.79,10.29,CEREAL DE CAJA (PROMEDIO)
955,13.0,384.69,79.3,4.55,6.47,CEREAL MULTIINGREDIENTE (PROMEDIO)
956,13.0,331.0,83.68,4.06,6.37,CEREAL QUAKER CRUNCHY BRAN
957,13.0,384.5,84.3,3.91,4.48,CEREAL SABORIZADOS (PROMEDIO)
958,13.0,259.0,74.24,4.9,13.14,"CEREAL, ALL BRAN (KELLOGG'S)"
959,13.0,192.0,77.0,3.5,11.3,"CEREAL, ALL BRAN EXTRA FIBRA (KELLOGG'S)"
960,13.0,300.0,65.0,1.25,10.0,"CEREAL, ALL BRAN FLAKES COSECHA FRUTAL (KELLOGG'S)"
961,13.0,380.0,65.0,6.0,13.0,"CEREAL, ALL BRAN FLAKES SABOR CHOCOLATE (KELLOGG'S)"
962,13.0,350.0,65.0,5.0,10.0,"CEREAL, ALL BRAN FLAKES YOGUFIBRAS CON LACTOBACILOS (KELLOGG'S)"
963,13.0,429.14,91.48,2.96,3.7,"CEREAL, APLEE OH'S  (QUAKER)"
964,13.0,375.0,88.2,3.4,5.1,"CEREAL, APPLE JACKS"
965,13.0,372.23,69.06,9.12,10.59,"CEREAL, AVENA EN HOJUELAS PRECOCIDAS"
966,13.0,366.67,84.33,1.0,5.33,"CEREAL, AZUCARADAS (MAIZORO)"
967,13.0,381.81,80.0,3.63,7.27,"CEREAL, BASIC 4"
968,13.0,322.5,65.0,2.5,10.0,"CEREAL, BRAN FLAKES (KELLOGG'S)"
969,13.0,443.33,76.66,9.99,11.6,"CEREAL, BRAN FLAKES (TODAS MARCAS EXCEPTO KELLOGG'S)"
970,13.0,398.0,85.51,5.12,4.39,"CEREAL, CAPITAN CRUNCH (QUAKER)"
971,13.0,376.0,79.69,5.0,8.85,"CEREAL, CHEERIOS DE ALMENDRA (NESTLE)"
972,13.0,376.0,79.8,4.69,9.0,"CEREAL, CHEERIOS FROSTED"
973,13.0,380.0,78.9,4.5,5.9,"CEREAL, CHEERIOS MANZANA CON CANELA (NESTLE)"
974,13.0,383.0,84.5,4.69,5.4,"CEREAL, CHOCAPIC (NESTLE)"
975,13.0,387.0,85.1,3.5,5.1,"CEREAL, CHOCO FLAKES (MAIZORO)"
976,13.0,376.66,83.33,1.66,1.66,"CEREAL, CHOCO KRISPIS  (KELLOGG'S)"
977,13.0,366.67,83.33,1.67,6.67,"CEREAL, CHOCO KRISPIS (KELLOGG'S)"
978,13.0,376.66,83.32,1.66,6.66,"CEREAL, CHOCO KRISPIS MAX (KELLOGG'S)"
979,13.0,389.0,87.9,2.7,4.6,"CEREAL, CHOCORROZ (MAIZORO)"
980,13.0,371.43,85.71,2.86,2.86,"CEREAL, CHOCOZUCARITAS  (KELLOGG'S)"
981,13.0,400.0,86.66,3.33,3.33,"CEREAL, CHOCOZUCARITAS CON MALVAVISCOS (KELLOGG'S)"
982,13.0,410.0,75.0,10.0,5.0,"CEREAL, CINI MINIS (NESTLE)"
983,13.0,390.67,84.0,4.0,4.67,"CEREAL, COCOA PEBBLES"
984,13.0,360.0,83.33,0.0,6.66,"CEREAL, CORN FLAKES  (KELLOGG'S)"
985,13.0,399.0,88.8,0.3,7.7,"CEREAL, CORN FLAKES (BAJO EN SODIO)"
986,13.0,503.33,99.66,2.0,2.13,"CEREAL, CORN FLAKES (MAIZORO)"
987,13.0,360.0,83.33,0.0,6.67,"CEREAL, CORN FLAKES (NESTLE)"
988,13.0,366.66,83.33,0.66,6.66,"CEREAL, CORN FLAKES SIN ENRIQUECER (OTRO CEREAL DE CAJA)"
989,13.0,373.33,90.0,0.0,3.33,"CEREAL, CORN POPS (KELLOGG'S)"
990,13.0,378.0,87.19,0.8,6.59,"CEREAL, CRIPIX (KELLOGG'S)"
991,13.0,356.66,76.66,3.66,4.33,"CEREAL, CRUNCHIS (MAIZORO)"
992,13.0,450.0,65.0,17.5,7.5,"CEREAL, CRUSLI (KELLOGG'S)"
993,13.0,368.0,69.6,4.9,11.4,"CEREAL, CUADRITOS AVENA (QUAKER)"
994,13.0,387.77,81.11,4.99,6.66,"CEREAL, EXTRA (KELLOG'S, TODOS SABORES)"
995,13.0,400.0,80.0,5.0,6.66,"CEREAL, EXTRA AVENA SABOR FRESA (KELLOGG'S)"
996,13.0,410.0,76.67,8.33,6.67,"CEREAL, EXTRA SABOR CHOCOLATE (KELLOGG'S)"
997,13.0,207.0,84.3,2.29,6.59,"CEREAL, FIBRA MAX (NESTLE)"
998,13.0,345.0,69.2,1.3,14.1,"CEREAL, FIBRA UNO (MAIZORO)"
999,13.0,352.22,72.29,3.5,8.26,"CEREAL, FITNESS (NESTLE, TODOS SABORES)"
1000,13.0,390.0,83.33,3.33,6.6,"CEREAL, FROOT LOOPS (KELLOGG'S)"
1001,13.0,400.0,83.33,3.33,6.67,"CEREAL, FROOT LOOPS POPS (FRUTIBOLITAS) (KELLOGG'S)"
1002,13.0,350.0,83.4,1.6,9.2,"CEREAL, FROSTED MINI WHEATS"
1003,13.0,389.89,85.19,3.7,3.7,"CEREAL, FRUIT PEBBLES POST"
1004,13.0,373.3,84.0,1.9,5.3,CEREAL GOLD NESTLE
1005,13.0,374.0,85.1,3.2,5.3,"CEREAL, GOLDEN GRAHAMS (NESTLE)"
1006,13.0,380.0,88.5,2.2,5.7,"CEREAL, HONEY SMACKS (KELLOGG'S)"
1007,13.0,396.66,81.9,4.09,7.9,"CEREAL, LUCKY CHARMS (NESTLE)"
1008,13.0,380.0,78.66,5.0,5.0,"CEREAL, NESQUIK (NESTLE)"
1009,13.0,387.09,83.87,3.22,6.45,"CEREAL, NUT & HONEY CRUNCH (KELLOGG'S)"
1010,13.0,368.96,83.33,1.0,6.66,"CEREAL, NUTRI FLAKES (QUAKER)"
1011,13.0,363.17,73.3,3.33,10.0,"CEREAL, NUTRIDIA (ARROZ, TRIGO, SEMILLAS), (KELLOGGS)"
1012,13.0,358.49,84.91,1.89,7.55,"CEREAL, RAISIN BRAN (KELLOGG'S)"
1013,13.0,342.33,77.62,1.74,7.32,"CEREAL, RAISIN BRAN (TODAS MARCAS EXCEPTO KELLOGG'S)"
1014,13.0,383.33,86.66,1.66,7.0,"CEREAL, RICE KRISPIES (KELLOGG'S)"
1015,13.0,346.66,80.0,0.0,6.66,"CEREAL, SPECIAL K (KELLOGG'S)"
1016,13.0,363.33,83.33,0.0,6.67,"CEREAL, SPECIAL K COSECHA ROJA (KELLOGG'S)"
1017,13.0,375.0,74.8,5.4,13.1,"CEREAL, SPECIAL K GRANOLA BAJA EN GRASA (KELLOGG'S)"
1018,13.0,400.0,80.0,5.0,6.66,"CEREAL, SPECIAL K SABOR CHOCOLATE (KELLOGG'S)"
1019,13.0,387.1,83.87,3.23,6.45,"CEREAL, SPECIAL K SABOR FRUTA Y YOGURT (KELLOGG'S)"
1020,13.0,376.0,79.69,5.0,8.85,"CEREAL, SPEEDY LOOPS (KELLOGG'S)"
1021,13.0,380.0,88.5,2.2,5.7,"CEREAL, TRIGO INFLADO AZUCARADO"
1022,13.0,384.0,86.19,3.79,4.9,"CEREAL, TRIX (NESTLE)"
1023,13.0,373.32,90.0,0.0,3.33,"CEREAL, ZUCARITAS  (KELLOGG'S)"
1024,13.0,353.33,83.33,0.33,3.99,"CEREAL, ZUCARITAS CON FRESA (KELLOGG'S)"
1025,13.0,366.67,86.67,3.33,3.33,"CEREAL, ZUCARITAS SABOR CHOCOLATE"
1026,13.0,369.0,89.2,1.68,3.96,"CEREAL, ZUCOSOS (NESTLE)"
1027,13.0,379.34,83.75,3.06,5.86,CEREALES AZUCARADOS (PROMEDIO)
1028,13.0,448.75,65.0,17.5,7.5,CRUSLI DE KELLOGG'S
1029,13.0,415.29,61.52,15.54,9.89,GRANOLA
1030,13.0,469.08,65.26,20.48,6.58,"HOJUELAS DE MAIZ CUBIERTAS DE CHOCOLATE (TIPO KRANKYS), INDUSTRIALIZADAS"
1031,13.0,327.0,81.6,2.5,10.2,HOJUELAS DE TRIGO
1032,13.0,450.0,68.0,16.0,6.9,KRAVE CHOCOTELLA
1033,14.0,418.18,55.75,23.7,3.03,BUÑUELOS INDUSTRIALIZADOS (BIMBUÑUELOS)
1034,14.0,433.43,34.42,31.87,3.7,"BUNUELOS, PREPARACION ESTANDARIZADA"
1035,14.0,321.0,25.5,22.5,5.5,CHEESECAKE
1036,14.0,542.41,32.54,45.65,2.51,"CHURRO RELLENO (CAJETA, CHOCOLATE, MERMELADA), PREPARACION ESTANDARIZADA"
1037,14.0,411.8,34.22,30.34,2.12,CHURROS INDUSTRIALIZADOS
1038,14.0,390.54,23.45,30.89,5.02,"CHURROS, PREPARACION ESTANDARIZADA"
1039,14.0,426.0,50.8,22.9,5.2,DONA GLASEADA
1040,14.0,452.0,51.33,25.25,4.93,DONA GLASEADA O CUBIERTA DE CHOCOLATE
1041,14.0,361.0,30.0,24.5,6.4,DONA RELLENA DE CREMA
1042,14.0,340.0,39.0,18.7,5.9,DONA RELLENA DE MERMELADA
1043,14.0,434.0,47.06,24.93,5.31,DONA SENCILLA
1044,14.0,397.93,54.29,17.34,5.71,"DONAS, INDUSTRIALIZADAS"
1045,14.0,463.56,32.45,35.3,5.04,"DONAS, PREPARACION ESTANDARIZADA"
1046,14.0,507.0,67.87,24.2,4.5,GALLETA CUBIERTA DE CHOCOLATE
1047,14.0,413.81,76.92,10.1,7.23,"GALLETA DULCE (TIPO MARIA, ANIMALITO)"
1048,14.0,444.48,64.85,18.51,4.79,GALLETA DULCE CUBIERTA DE CHOCOLATE (TIPO MAMUT)
1049,14.0,469.84,56.59,26.27,2.51,GALLETA DULCE CUBIERTA DE CHOCOLATE (TIPO TIN LARIN)
1050,14.0,503.37,62.42,30.0,6.36,GALLETA DULCE GRASOSA (CON MANTEQUILLA)
1051,14.0,409.72,80.13,2.73,4.76,GALLETA DULCE PARA HELADO (BARQUILLO Y CANASTA)
1052,14.0,398.83,71.66,5.33,6.66,"GALLETA DULCE,  CON BOMBON (TIPO ARCOIRIRS)"
1053,14.0,447.76,65.67,18.4,4.47,"GALLETA DULCE, BARRITAS (MARINELA)"
1054,14.0,490.0,74.0,18.0,6.0,"GALLETA DULCE, CANELITAS (MARINELA)"
1055,14.0,466.19,68.1,19.05,6.67,"GALLETA DULCE, PLATIVOLOS O EMPERADOR (GAMESA)"
1056,14.0,503.59,64.74,21.58,7.19,"GALLETA DULCE, POLVORONES (MARINELA)"
1057,14.0,498.79,64.14,24.94,2.38,"GALLETA DULCE, SUAVICREMAS"
1058,14.0,493.91,69.78,23.26,0.0,"GALLETA DULCE, TRIKI TRAKES (MARINELA)"
1059,14.0,413.34,55.53,17.38,8.38,GALLETA INTEGRAL
1060,14.0,444.19,65.06,20.03,7.6,"GALLETA SALADA GRASOSA (RITZ, CRACKETS, CANAPINAS )"
1061,14.0,464.83,63.01,18.37,9.83,GALLETA SALADA RELLENA (CON QUESO O CREMA)
1062,14.0,458.97,64.18,10.7,8.89,"GALLETA SALADA, NO GRASOSA (SALADITAS, KRAKER BRAN, PREMIUM, HABANERAS)"
1063,14.0,444.0,65.75,19.77,3.63,GALLETA SUAVE DE CHISPAS DE CHOCOLATE CASERA
1064,14.0,462.0,65.38,19.23,3.85,GALLETA SUAVE DE CHISPAS DE CHOCOLATE INDUSTRIALIZADA
1065,14.0,44.0,65.75,19.77,3.63,GALLETA SUAVE DE CHISPAS DE CHOCOLATE INDUSTRIALIZADA
1066,14.0,447.0,66.4,17.9,6.8,GALLETAS DE AVENA CASERAS
1067,14.0,462.0,67.3,19.2,6.5,GALLETAS DE AVENA CON NUECES Y PASAS
1068,14.0,450.0,68.7,18.1,6.2,GALLETAS DE AVENA INDUSTRIALIZADAS
1069,14.0,348.0,70.9,7.3,3.7,GALLETAS DE HIGO
1070,14.0,429.0,82.14,8.93,10.71,GALLETAS DE MIEL
1071,14.0,401.0,68.0,13.6,4.1,GALLETAS DE PASAS
1072,14.0,363.0,59.7,9.1,10.6,GALLETAS DEDOS DE DAMA
1073,14.0,460.0,61.22,22.55,3.02,GALLETAS MACARRONES
1074,14.0,254.28,42.85,6.66,5.71,"HOT CAKE, INDUSTRIALIZADO"
1075,14.0,201.55,34.78,5.18,4.72,"HOT CAKE, PREPARACION ESTANDARIZADA"
1076,14.0,189.48,23.46,7.96,6.23,"HOT CAKES SOLOS, PREPARACION ESTANDARIZADA"
1077,14.0,293.0,62.1,1.3,8.1,"PAN BLANCO (BOLILLO, TELERA)"
1078,14.0,260.71,50.38,1.66,11.06,PAN BLANCO Y DE CAJA (PROMEDIO)
1079,14.0,267.92,50.81,3.6,8.89,"PAN DE CAJA BLANCO (BIMBO, WONDER, ETC.)"
1080,14.0,252.97,47.66,3.72,9.6,PAN DE CAJA INTEGRAL
1081,14.0,205.75,42.69,1.92,11.37,"PAN DE CAJA LIGHT (BIMBO, WONDER, ETC.)"
1082,14.0,250.0,47.5,3.1,8.7,PAN DE CENTENO CON TRIGO (1/3 H. CENT. Y 2/3 H. TRIGO)
1083,14.0,410.0,50.8,21.6,3.1,"PAN DULCE DE PANADERIA (EXCEPTO FRITOS COMO DONA, CHURRO)"
1084,14.0,381.76,51.58,16.5,6.33,PAN DULCE INDUSTRIALIZADO (EXCEPTO FRITOS COMO DONAS Y CHURROS)
1085,14.0,252.97,47.66,3.5,9.6,PAN INTEGRAL DE TRIGO
1086,14.0,321.56,74.84,1.07,10.31,PAN MOLIDO
1087,14.0,242.0,51.5,0.0,9.0,PAN NEGRO DE CENTENO (SOLO CENTENO)
1088,14.0,283.75,53.75,4.0,8.75,PAN PARA HAMBURGUESA
1089,14.0,272.96,53.33,4.05,8.71,"PAN PARA HOT DOG, MEDIAS NOCHES (BIMBO)"
1090,14.0,386.86,40.35,22.77,5.78,"PAN RELLENO DE QUESO CREMA, INDUSTRIALIZADO"
1091,14.0,387.0,73.8,6.5,8.4,PAN TOSTADO
1092,14.0,328.23,63.91,4.52,10.5,"PAN TOSTADO INTEGRAL, INDUSTRIALIZADO (DE LINAZA, DOBLE FIBRA)"
1093,14.0,344.0,50.2,13.8,4.8,PANQUE DE MANTEQUILLA
1094,14.0,386.1,57.11,14.79,6.03,PANQUE ENRIQUECIDO
1095,14.0,391.0,56.2,17.91,2.99,PASTEL CON BETUN
1096,14.0,258.0,57.8,0.8,5.9,PASTEL DE ANGEL
1097,14.0,389.0,52.84,20.05,3.48,PASTEL DE CHOCOLATE CON BETUN DE CHOCOLATE
1098,14.0,371.0,53.4,15.1,5.3,PASTEL DE CHOCOLATE SIN BETUN
1099,14.0,324.0,61.6,9.1,2.9,PASTEL DE FRUTAS (FRUITCAKE)
1100,14.0,361.0,53.0,14.6,5.3,PASTEL DE VAINILLA SIN BETUN
1101,14.0,290.0,61.0,2.7,5.4,"PASTEL PROMEDIO, REBANADA (TODOS SABORES: CHOCOLATE, TRES LECHES)"
1102,14.0,424.02,59.51,17.98,6.02,PASTELILLO INDUSTRIALIZADO Y DONA PROMEDIO
1103,14.0,350.0,57.5,12.5,5.0,"PASTELILLO, CHOCORROLES MARINELA"
1104,14.0,400.0,58.0,23.4,4.0,"PASTELILLO, GANSITO MARINELA"
1105,14.0,400.0,60.0,15.0,5.0,"PASTELILLO, PINGUINOS MARINELA"
1106,14.0,394.73,57.89,14.6,2.63,"PASTELILLO, SUBMARINOS MARINELA"
1107,14.0,407.0,59.61,16.69,4.5,"PAY DE NUEZ (REBANADA), INDUSTRIALIZADO"
1108,14.0,316.0,42.6,16.1,3.0,"PAY DE PIÑA (REBANADA), INDUSTRIALIZADO"
1109,14.0,310.96,33.22,20.39,5.05,"PAY DE QUESO, REBANADA, INDUSTRIALIZADO"
1110,14.0,549.0,69.01,28.17,4.23,POLVORONES
1111,15.0,118.0,27.88,0.17,1.53,CAMOTE (PROMEDIO)
1112,15.0,86.0,20.12,0.05,1.57,CAMOTE AMARILLO
1113,15.0,80.0,17.45,0.2,2.0,CHINCHAYOTE O CUEZA
1114,15.0,58.0,10.3,0.02,4.13,CURCUMA (YUQUILLA)
1115,15.0,375.63,84.14,0.2,9.24,HOJUELAS DE PAPA PARA PURE
1116,15.0,119.0,25.4,0.2,3.88,MALANGA
1117,15.0,79.0,17.47,0.05,2.18,ÑAME
1118,15.0,58.0,12.44,0.1,2.57,PAPA (PROMEDIO)
1119,15.0,87.0,19.8,0.1,1.7,PAPA AMARILLA
1120,15.0,91.0,19.0,0.2,3.4,PAPA DE AGUA
1121,15.0,70.0,15.9,0.14,1.89,PAPA ROJA
1122,15.0,115.0,17.38,0.2,4.1,PAPA VOLADORA
1123,15.0,80.0,17.45,0.2,2.0,RAIZ DE CHAYOTE
